NCIt Code	SwissProt ID	NCIt Preferred Name
C20980	Q99728	BRCA1-Associated RING Domain Protein 1
C103958	Q9P287	BRCA2 and CDKN1A-Interacting Protein
C26432	Q9NZM4	BRD4-Interacting Chromatin-Remodeling Complex-Associated Protein
C17477	P11274	Breakpoint Cluster Region Protein
C21496	O75815	Breast Cancer Anti-Estrogen Resistance 3 Protein
C21491	P56945	Breast Cancer Anti-Estrogen Resistance Protein 1
C21506	Q9HCU9	Breast Cancer Metastasis-Suppressor 1
C17815	P38398	Breast Cancer Type 1 Susceptibility Protein
C17916	P51587	Breast Cancer Type 2 Susceptibility Protein
C21497	O75363	Breast Carcinoma-Amplified Sequence 1
C21499	Q9H6U6	Breast Carcinoma-Amplified Sequence 3
C21500	Q8TDM0	Breast Carcinoma-Amplified Sequence 4
C124114	Q9NWV8	BRISC and BRCA1-A Complex Member 1
C124107	Q9NXR7	BRISC and BRCA1-A Complex Member 2
C147574	Q9NRL2	Bromodomain Adjacent to Zinc Finger Domain Protein 1A
C106463	Q58F21	Bromodomain Testis-Specific Protein
C21376	P25440	Bromodomain-Containing Protein 2
C97399	Q15059	Bromodomain-Containing Protein 3
C92704	O60885	Bromodomain-Containing Protein 4
C105122	Q13829	BTB/POZ Domain-Containing Adapter For CUL3-Mediated RhoA Degradation Protein 2
C126631	B2RXH4	BTB/POZ Domain-Containing Protein 18
C113160	Q9UIR0	Butyrophilin-Like Protein 2
C94608	P01308	C Peptide
C112159	Q96EU7	C1GALT1-Specific Chaperone 1
C104923	P11586	C-1-Tetrahydrofolate Synthase, Cytoplasmic
C20487	P01031	C5a Anaphylatoxin
C115012	Q9Y256	CAAX Prenyl Protease 2
C38927	P27708	CAD Protein
C25905	Q9NYQ6	Cadherin EGF LAG Seven-Pass G-Type Receptor 1
C140183	Q9HCU4	Cadherin EGF LAG Seven-Pass G-Type Receptor 2
C17245	P12830	Cadherin-1
C143095	Q9Y6N8	Cadherin-10
C97429	P55287	Cadherin-11
C21022	P55290	Cadherin-13
C143098	Q12864	Cadherin-17
C60831	P19022	Cadherin-2
C150208	Q9HBT6	Cadherin-20
C101755	Q9H251	Cadherin-23
C21020	P22223	Cadherin-3
C115315	P55283	Cadherin-4
C21021	P33151	Cadherin-5
C38529	P63098	Calcineurin Subunit B Type 1
C38531	Q96LZ3	Calcineurin Subunit B Type 2
C126455	Q9Y6J0	Calcineurin-Binding Protein Cabin-1
C82947	Q9UF15	Calcipressin-1
C2281	P01258	Calcitonin
C136377	P01258	Calcitonin Precursor
C106109	Q99828	Calcium and Integrin-Binding Protein 1
C88519	Q96D31	Calcium Release-Activated Calcium Channel Protein 1
C21583	P49069	Calcium Signal-Modulating Cyclophilin Ligand
C104043	Q7Z7J9	Calcium/Calmodulin-Dependent Protein Kinase II Inhibitor 1
C116671	Q14012	Calcium/Calmodulin-Dependent Protein Kinase Type 1
C104707	Q9UQM7	Calcium/Calmodulin-Dependent Protein Kinase Type II Subunit Alpha
C104832	Q13554	Calcium/Calmodulin-Dependent Protein Kinase Type II Subunit Beta
C21517	Q9UQC9	Calcium-Activated Chloride Channel Regulator 2
C101365	Q12791	Calcium-Activated Potassium Channel Subunit Alpha-1
C97805	O75177	Calcium-Responsive Transactivator
C94687	O75185	Calcium-Transporting ATPase Type 2C Member 2
C113326	Q05682	Caldesmon
C16375	P62158	Calmodulin
C101442	Q9Y6Y1	Calmodulin-Binding Transcription Activator 1
C21526	Q9H286	Calmodulin-Like Protein 4
C112103	P27824	Calnexin
C123839	P07384	Calpain-1 Catalytic Subunit
C95315	P27797	Calreticulin
C123858	P22676	Calretinin
C38908	P31358	CAMPATH-1 Antigen
C38410	P17612	cAMP-Dependent Protein Kinase Catalytic Subunit Alpha
C38412	P22694	cAMP-Dependent Protein Kinase Catalytic Subunit Beta
C38414	P22612	cAMP-Dependent Protein Kinase Catalytic Subunit Gamma
C97744	P10644	cAMP-Dependent Protein Kinase Type I-Alpha Regulatory Subunit
C114544	P13861	cAMP-Dependent Protein Kinase Type II-Alpha Regulatory Subunit
C80110	Q9UBL0	cAMP-Regulated Phosphoprotein 21
C25844	O60519	cAMP-Responsive Element-Binding Protein-Like 2
C95574	Q07343	cAMP-Specific 3',5'-Cyclic Phosphodiesterase 4B
C132039	Q08499	cAMP-Specific 3,5-Cyclic Phosphodiesterase 4D
C103884	Q92887	Canalicular Multispecific Organic Anion Transporter 1
C106023	O15438	Canalicular Multispecific Organic Anion Transporter 2
C112056	Q6TDU7	Cancer Susceptibility Candidate Protein 1
C39286	P78358	Cancer/Testis Antigen 1
C104049	O75638	Cancer/Testis Antigen 2
C126601	Q5DJT8	Cancer/Testis Antigen Family 45 Member A2
C139926	Q8TC20	Cancer-Associated Gene 1 Protein
C152985	P08572	Canstatin
C84466	P30622	CAP-Gly Domain-Containing Linker Protein 1
C132036	Q8IYT2	Cap-Specific mRNA (Nucleoside-2-O-)-Methyltransferase 2
C119663	Q6JBY9	CapZ-Interacting Protein
C143063	Q9NPF2	Carbohydrate Sulfotransferase 11
C118524	Q7LFX5	Carbohydrate Sulfotransferase 15
C116937	Q7LGC8	Carbohydrate Sulfotransferase 3
C102476	Q9NP71	Carbohydrate-Responsive Element-Binding Protein
C113534	P23280	Carbonic Anhydrase 6
C104052	Q16790	Carbonic Anhydrase 9
C118565	P16152	Carbonyl Reductase [NADPH] 1
C103989	O75828	Carbonyl Reductase [NADPH] 3
C113584	P15085	Carboxypeptidase A1
C95809	P16870	Carboxypeptidase E
C95810	P16870	Carboxypeptidase E-deltaN
C92657	Q9Y646	Carboxypeptidase Q
C34020	O14595	Carboxy-Terminal Domain RNA Polymerase II Polypeptide A Small Phosphatase 2
C104115	P13688	Carcinoembryonic Antigen-Related Cell Adhesion Molecule 1
C16384	P06731	Carcinoembryonic Antigen-Related Cell Adhesion Molecule 5
C107471	P40199	Carcinoembryonic Antigen-Related Cell Adhesion Molecule 6
C25903	Q14002	Carcinoembryonic Antigen-Related Cell Adhesion Molecule 7
C118590	P31997	Carcinoembryonic Antigen-Related Cell Adhesion Molecule 8
C26086	Q16619	Cardiotrophin-1
C25984	Q9UBD9	Cardiotrophin-Like Cytokine Factor 1
C99473	Q8TCG5	Carnitine O-Palmitoyltransferase 1, Brain Isoform
C131264	P49747	Cartilage Oligomeric Matrix Protein
C26033	P48729	Casein Kinase I Isoform Alpha
C125590	P48730	Casein Kinase I Isoform Delta
C26082	P68400	Casein Kinase II Subunit Alpha
C107446	P67870	Casein Kinase II Subunit Beta
C96018	O15519	CASP8 and FADD-Like Apoptosis Regulator
C112064	O15519	CASP8 and FADD-Like Apoptosis Regulator Isoform 2
C126619	Q9UKL3	CASP8-Associated Protein 2
C60670	Q9BXL7	Caspase Recruitment Domain-Containing Protein 11
C118912	Q9BXL6	Caspase Recruitment Domain-Containing Protein 14
C84306	Q9Y2G2	Caspase Recruitment Domain-Containing Protein 8
C131150	Q9H257	Caspase Recruitment Domain-Containing Protein 9
C18045	P29466	Caspase-1
C18287	Q92851	Caspase-10
C20145	P42575	Caspase-2
C18031	P42574	Caspase-3
C28431	P49662	Caspase-4
C28434	P51878	Caspase-5
C28436	P55212	Caspase-6
C28439	P55210	Caspase-7
C18182	Q14790	Caspase-8
C28427	P55211	Caspase-9
C61062	P04040	Catalase
C16387	P21964	Catechol O-Methyltransferase
C88987	P35221	Catenin Alpha-1
C143117	P26232	Catenin Alpha-2
C17478	P35222	Catenin Beta-1
C79772	Q6RBX8	Catenin Delta-1
C82943	Q9UQB3	Catenin Delta-2
C18267	P07858	Cathepsin B
C16388	P07339	Cathepsin D
C104056	P08311	Cathepsin G
C17276	P09668	Cathepsin H
C90322	P43235	Cathepsin K
C17277	P07711	Cathepsin L1
C114305	O60911	Cathepsin L2
C103232	P25774	Cathepsin S
C26087	Q9UBR2	Cathepsin Z
C101397	Q9NTU4	Cation Channel Sperm-Associated Protein Subunit Zeta
C119688	P52569	Cationic Amino Acid Transporter 2
C26253	P11717	Cation-Independent Mannose-6 Phosphate Receptor
C115009	Q969G5	Caveolae-Associated Protein 3
C17971	Q03135	Caveolin-1
C21586	P51636	Caveolin-2
C126435	Q99967	Cbp/p300-Interacting Transactivator 2
C25776	P32246	C-C Chemokine Receptor Type 1
C26204	P46092	C-C Chemokine Receptor Type 10
C101579	P41597	C-C Chemokine Receptor Type 2
C129064	P51677	C-C Chemokine Receptor Type 3
C129067	P51679	C-C Chemokine Receptor Type 4
C25777	P51681	C-C Chemokine Receptor Type 5
C25778	P51684	C-C Chemokine Receptor Type 6
C104130	P32248	C-C Chemokine Receptor Type 7
C25779	P51685	C-C Chemokine Receptor Type 8
C37457	P51686	C-C Chemokine Receptor Type 9
C25789	O00421	C-C Chemokine Receptor-Like 2
C20478	P22362	C-C Motif Chemokine 1
C28726	Q99616	C-C Motif Chemokine 13
C28727	Q16627	C-C Motif Chemokine 14
C28729	Q16663	C-C Motif Chemokine 15
C28730	Q92583	C-C Motif Chemokine 17
C28732	P55774	C-C Motif Chemokine 18
C28733	Q99731	C-C Motif Chemokine 19
C20909	P13500	C-C Motif Chemokine 2
C28734	P78556	C-C Motif Chemokine 20
C20484	O00585	C-C Motif Chemokine 21
C28735	O00626	C-C Motif Chemokine 22
C28738	P55773	C-C Motif Chemokine 23
C28736	O00175	C-C Motif Chemokine 24
C28737	O15444	C-C Motif Chemokine 25
C28739	Q9Y258	C-C Motif Chemokine 26
C28740	Q9Y4X3	C-C Motif Chemokine 27
C99633	Q9NRJ3	C-C Motif Chemokine 28
C20481	P10147	C-C Motif Chemokine 3
C28728	P16619	C-C Motif Chemokine 3-Like 1
C20477	P13236	C-C Motif Chemokine 4
C20483	P13501	C-C Motif Chemokine 5
C28731	P80098	C-C Motif Chemokine 7
C20479	P80075	C-C Motif Chemokine 8
C45488	P49715	CCAAT/Enhancer Binding Protein Alpha
C104118	P17676	CCAAT/Enhancer Binding Protein Beta
C17900	Q15744	CCAAT/Enhancer Binding Protein Epsilon
C107660	O75175	CCR4-NOT Transcription Complex Subunit 3
C102950	Q6YHK3	CD109 Antigen
C102466	P48509	CD151 Antigen
C120596	O95971	CD160 Antigen
C17920	Q13740	CD166 Antigen
C113575	Q8N6Q3	CD177 Antigen
C126502	O95400	CD2 Antigen Cytoplasmic Tail-Binding Protein 2
C18489	Q9NNX6	CD209 Antigen
C104067	Q15762	CD226 Antigen
C104073	P26842	CD27 Antigen
C93066	Q5ZPR3	CD276 Antigen
C97249	Q9Y5K6	CD2-Associated Protein
C20528	P29965	CD40 Ligand
C17772	P16070	CD44 Antigen
C120951	P09326	CD48 Antigen
C119715	O43866	CD5 Antigen-Like
C95934	P13987	CD59 Glycoprotein
C106593	P08962	CD63 Antigen
C104079	P32970	CD70 Antigen
C74513	P60033	CD81 Antigen
C17809	P27701	CD82 Antigen
C84313	Q01151	CD83 Antigen
C101156	P21926	CD9 Antigen
C25798	P48960	CD97 Antigen
C102941	P14209	CD99 Antigen
C30130	Q15642	Cdc42-Interacting Protein 4
C113135	Q9NZ45	CDGSH Iron-Sulfur Domain-Containing Protein 1
C116301	Q8N5K1	CDGSH Iron-Sulfur Domain-Containing Protein 2
C71454	Q96JB5	CDK5 Regulatory Subunit-Associated Protein 3
C89768	P51948	CDK-Activating Kinase Assembly Factor MAT1
C106272	Q9BY67	Cell Adhesion Molecule 1
C95846	Q8N3J6	Cell Adhesion Molecule 2
C25891	Q4KMG0	Cell Adhesion Molecule-Related/Down-Regulated By Oncogenes
C106279	Q99638	Cell Cycle Checkpoint Control Protein RAD9A
C106282	Q6WBX8	Cell Cycle Checkpoint Control Protein RAD9B
C91361	O75943	Cell Cycle Checkpoint Protein RAD17
C25817	P60953	Cell Division Control Protein 42 Homolog
C28673	O75419	Cell Division Control Protein 45 Homolog
C18044	Q99741	Cell Division Control Protein 6 Homolog
C28678	O00311	Cell Division Cycle 7-Related Protein Kinase
C104112	Q12834	Cell Division Cycle Protein 20 Homolog
C152970	Q9BWT1	Cell Division Cycle-Associated Protein 7
C29621	Q99795	Cell Surface A33 Antigen
C17313	P43121	Cell Surface Glycoprotein MUC18
C97890	P62633	Cellular Nucleic Acid-Binding Protein
C97198	P29762	Cellular Retinoic Acid-Binding Protein 1
C104927	P29373	Cellular Retinoic Acid-Binding Protein 2
C17387	P04637	Cellular Tumor Antigen p53
C97893	Q7Z7A1	Centriolin
C17928	P49454	Centromere Protein F
C116622	Q8N2Z9	Centromere Protein S
C116633	A8MT69	Centromere Protein X
C126613	Q9Y4F5	Centrosomal Protein of 170 kDa Protein B
C104121	Q53EZ4	Centrosomal Protein of 55 kDa
C122058	Q9P209	Centrosomal Protein of 72 kDa
C116080	Q8TAP6	Centrosomal Protein of 76 kDa
C122889	Q96ST8	Centrosomal Protein of 89 kDa
C131274	Q5VT06	Centrosome-Associated Protein 350
C127919	Q16739	Ceramide Glucosyltransferase
C129086	Q8TCT0	Ceramide Kinase
C104124	Q49MI3	Ceramide Kinase-like Protein
C104127	Q8N5B7	Ceramide Synthase 5
C113112	Q5TA50	Ceramide-1-Phosphate Transfer Protein
C95064	O95813	Cerberus
C25897	P51861	Cerebellar-Degeneration-Related Antigen 1
C104139	P00450	Ceruloplasmin
C104742	O00408	cGMP-Dependent 3',5'-Cyclic Phosphodiesterase
C125497	Q13976	cGMP-Dependent Protein Kinase 1
C34094	Q13237	cGMP-Dependent Protein Kinase 2
C95469	O76074	cGMP-Specific 3',5'-Cyclic Phosphodiesterase
C21503	O43633	Charged Multivesicular Body Protein 2a
C26103	P46094	Chemokine XC Receptor 1
C25985	Q99788	Chemokine-Like Receptor 1
C93267	P36222	Chitinase-3-Like Protein 1
C120053	Q13231	Chitotriosidase-1
C29977	P40879	Chloride Anion Exchanger
C21180	Q9Y696	Chloride Intracellular Channel Protein 4
C111954	P51797	Chloride Transport Protein 6
C128853	P06307	Cholecystokinin
C40053	P22680	Cholesterol 7-Alpha-Monooxygenase
C40057	P05108	Cholesterol Side-Chain Cleavage Enzyme, Mitochondrial
C40097	P11597	Cholesteryl Ester Transfer Protein
C104898	Q8NE62	Choline Dehydrogenase, Mitochondrial
C25920	P35790	Choline Kinase Alpha
C104887	P28329	Choline O-Acetyltransferase
C112083	Q8WWI5	Choline Transporter-Like Protein 1
C104957	P49585	Choline-Phosphate Cytidylyltransferase A
C104912	Q8WUD6	Cholinephosphotransferase 1
C45486	P06276	Cholinesterase
C26083	Q6UVK1	Chondroitin Sulfate Proteoglycan 4
C30126	Q9Y5P2	Chondrosarcoma-Associated Gene 2/3A Protein
C17479	P01233	Choriogonadotropin Subunit Beta 3
C107580	P54219	Chromaffin Granule Amine Transporter
C106138	Q13111	Chromatin Assembly Factor 1 Subunit A
C111962	Q9HAF1	Chromatin Modification-Related Protein MEAF6
C73682	P83916	Chromobox Protein Homolog 1
C92498	Q14781	Chromobox Protein Homolog 2
C73683	Q13185	Chromobox Protein Homolog 3
C73685	P45973	Chromobox Protein Homolog 5
C107121	O14646	Chromodomain-Helicase-DNA-Binding Protein 1
C75311	O14647	Chromodomain-Helicase-DNA-Binding Protein 2
C128253	Q14839	Chromodomain-Helicase-DNA-Binding Protein 4
C68559	Q8TDI0	Chromodomain-Helicase-DNA-Binding Protein 5
C75312	Q9P2D1	Chromodomain-Helicase-DNA-Binding Protein 7
C102442	Q9HCK8	Chromodomain-Helicase-DNA-Binding Protein 8
C17284	P10645	Chromogranin-A
C63508	O95239	Chromosome-Associated Kinesin KIF4A Protein
C104157	Q5K131	Chronic Lymphocytic Leukemia Up-Regulated Protein 1
C124245	P23946	Chymase
C118559	Q99895	Chymotrypsin-C
C115178	Q9UNI1	Chymotrypsin-Like Elastase Family Member 1
C118243	P17538	Chymotrypsinogen B
C118246	Q6GPI1	Chymotrypsinogen B2
C98066	Q0VF96	Cingulin-Like Protein 1
C106351	Q9ULV3	Cip1-Interacting Zinc Finger Protein
C119691	O15516	Circadian Locomoter Output Cycles Protein Kaput
C116691	Q9HAW4	Claspin
C79759	Q8NFJ8	Class E Basic Helix-Loop-Helix Protein 22
C97414	Q00610	Clathrin Heavy Chain 1
C97417	P53675	Clathrin Heavy Chain 2
C150411	P56856	Claudin-18
C150412	P56856	Claudin-18 Isoform A2
C117145	P56747	Claudin-6
C79776	Q96KA5	Cleft Lip and Palate Transmembrane Protein 1-Like Protein
C84432	P10909	Clusterin
C28482	P00740	Coagulation Factor IX
C91335	P12259	Coagulation Factor V
C16570	P08709	Coagulation Factor VII
C16571	P00451	Coagulation Factor VIII
C76142	P00742	Coagulation Factor X
C104219	P00748	Coagulation Factor XII
C147930	Q16568	Cocaine- and Amphetamine-Regulated Transcript Protein
C116039	O00748	Cocaine Esterase
C97932	Q8IWY9	Codanin-1
C97286	P23528	Cofilin-1
C131228	Q8WVM7	Cohesin Subunit SA-1
C101348	Q8N3U4	Cohesin Subunit SA-2
C99625	Q8TD31	Coiled-Coil Alpha-Helical Rod Protein 1
C118339	Q8IYT3	Coiled-Coil Domain-Containing Protein 170
C17811	Q16204	Coiled-Coil Domain-Containing Protein 6
C97405	Q9BUK0	Coiled-Coil-Helix-Coiled-Coil-Helix Domain-Containing Protein 7
C30013	P02452	Collagen Alpha-1(I) Chain
C75319	Q96IT5	Collagen Alpha-1(II) Chain
C143055	P02461	Collagen Alpha-1(III) Chain
C107115	Q02388	Collagen Alpha-1(VII) Chain
C75318	P12107	Collagen Alpha-1(XI) Chain
C17792	P39060	Collagen Alpha-1(XVIII) Chain
C30015	P08123	Collagen Alpha-2(I) Chain
C152984	P08572	Collagen Alpha-2(IV) Chain
C26002	Q01955	Collagen Alpha-3(IV) Chain
C150667	P12111	Collagen Alpha-3(VI) Chain
C71451	P29400	Collagen Alpha-5(IV) Chain
C26007	Q14031	Collagen Alpha-6(IV) Chain
C112071	Q96CG8	Collagen Triple Helix Repeat-Containing Protein 1
C91070	Q9Y5P4	Collagen Type IV Alpha-3-Binding Protein
C102923	P45452	Collagenase 3
C17514	P23508	Colorectal Mutant Cancer Protein
C90490	Q8N668	COMM Domain-Containing Protein 1
C105381	P02745	Complement C1q Subcomponent Subunit A
C126958	P06681	Complement C2
C21527	P01024	Complement C3
C128865	P0C0L4	Complement C4-A
C128866	P0C0L5	Complement C4-B
C21539	P01031	Complement C5
C95931	P08174	Complement Decay-Accelerating Factor
C84326	P00746	Complement Factor D
C97211	P08603	Complement Factor H
C124883	Q03591	Complement Factor H-Related Protein 1
C84439	P17927	Complement Receptor Type 1
C104979	P20023	Complement Receptor Type 2
C62460	P29279	Connective Tissue Growth Factor
C20469	P02775	Connective Tissue-Activating Peptide III
C25990	Q969H4	Connector Enhancer of Kinase Suppressor of Ras 1
C25999	P78357	Contactin-Associated Protein 1
C73463	Q9UHC6	Contactin-Associated Protein-Like 2
C26246	Q13098	COP9 Signalosome Complex Subunit 1
C124919	Q7L5N1	COP9 Signalosome Complex Subunit 6
C112832	Q99829	Copine-1
C26041	Q9UBL6	Copine-7
C74975	Q04656	Copper-Transporting ATPase 1
C113624	O75367	Core Histone Macro-H2A.1
C18027	Q13951	Core-Binding Factor Subunit Beta
C114895	P35321	Cornifin-A
C2269	P06850	Corticoliberin
C113167	P28845	Corticosteroid 11-Beta-Dehydrogenase Isozyme 1
C2282	P01189	Corticotropin
C75664	P34998	Corticotropin-Releasing Factor Receptor 1
C75869	P24468	COUP Transcription Factor 2
C152978	Q9NRP2	COX Assembly Mitochondrial Protein 2 Homolog
C104701	P78310	Coxsackievirus and Adenovirus Receptor
C60651	P02741	C-Reactive Protein
C16473	P12277	Creatine Kinase B-Type
C17803	Q92793	CREB-Binding Protein
C95451	Q6UUV9	CREB-Regulated Transcription Coactivator 1
C95455	Q53ET0	CREB-Regulated Transcription Coactivator 2
C95279	Q6UUV7	CREB-Regulated Transcription Coactivator 3
C17700	P46109	Crk-Like Protein
C143051	Q9BZJ0	Crooked Neck-Like Protein 1
C116617	Q96NY9	Crossover Junction Endonuclease MUS81
C28693	P0CG37	Cryptic Protein
C101345	Q16526	Cryptochrome-1
C106141	Q49AN0	Cryptochrome-2
C152100	Q2NKJ3	CST Complex Subunit CTC1
C131361	Q9H668	CST Complex Subunit STN1
C114659	O15320	cTAGE Family Member 5
C102890	O95476	CTD Nuclear Envelope Phosphatase 1
C21401	Q13363	C-Terminal-Binding Protein 1
C26085	P56545	C-Terminal-Binding Protein 2
C122766	Q8IUN9	C-Type Lectin Domain Family 10 Member A
C116597	Q9Y240	C-Type Lectin Domain Family 11 Member A
C116030	Q6UVW9	C-Type Lectin Domain Family 2 Member A
C104133	Q8WTT0	C-Type Lectin Domain Family 4 Member C
C122763	Q9BXN2	C-Type Lectin Domain Family 7 Member A
C104647	Q9UBG0	C-Type Mannose Receptor 2
C88933	Q96PZ7	CUB and Sushi Domain-Containing Protein 1
C143044	Q7Z407	CUB and Sushi Domain-Containing Protein 3
C95588	Q9H5V8	CUB Domain-Containing Protein 1
C104686	O95319	CUGBP Elav-Like Family Member 2
C26088	Q13616	Cullin-1
C26090	Q13617	Cullin-2
C26092	Q13618	Cullin-3
C26093	Q13619	Cullin-4A
C93071	Q9UEB7	Cullin-4B
C26095	Q93034	Cullin-5
C26209	P49238	CX3C Chemokine Receptor 1
C84376	P56277	Cx9C Motif-Containing Protein 4
C26287	P25024	C-X-C Chemokine Receptor Type 1
C26289	P25025	C-X-C Chemokine Receptor Type 2
C26227	P49682	C-X-C Chemokine Receptor Type 3
C17789	P61073	C-X-C Chemokine Receptor Type 4
C26102	P32302	C-X-C Chemokine Receptor Type 5
C28748	O00574	C-X-C Chemokine Receptor Type 6
C28756	P02778	C-X-C Motif Chemokine 10
C28757	O14625	C-X-C Motif Chemokine 11
C29030	O43927	C-X-C Motif Chemokine 13
C29031	O95715	C-X-C Motif Chemokine 14
C104145	Q9H2A7	C-X-C Motif Chemokine 16
C20474	P19875	C-X-C Motif Chemokine 2
C20475	P19876	C-X-C Motif Chemokine 3
C20470	P42830	C-X-C Motif Chemokine 5
C29339	P80162	C-X-C Motif Chemokine 6
C28468	Q07325	C-X-C Motif Chemokine 9
C152032	Q7LFL8	CXXC-Type Zinc Finger Protein 5
C92179	P18846	Cyclic AMP-Dependent Transcription Factor ATF-1
C17684	P15336	Cyclic AMP-Dependent Transcription Factor ATF-2
C103961	P18847	Cyclic AMP-Dependent Transcription Factor ATF-3
C107459	P18848	Cyclic AMP-Dependent Transcription Factor ATF-4
C101601	Q9Y2D1	Cyclic AMP-Dependent Transcription Factor ATF-5
C113618	P18850	Cyclic AMP-Dependent Transcription Factor ATF-6 Alpha
C38537	P16220	Cyclic AMP-Responsive Element-Binding Protein 1
C38539	O43889	Cyclic AMP-Responsive Element-Binding Protein 3
C95479	Q96BA8	Cyclic AMP-Responsive Element-Binding Protein 3-Like Protein 1
C95482	Q70SY1	Cyclic AMP-Responsive Element-Binding Protein 3-Like Protein 2
C95487	Q68CJ9	Cyclic AMP-Responsive Element-Binding Protein 3-Like Protein 3
C38541	Q8TEY5	Cyclic AMP-Responsive Element-Binding Protein 3-Like Protein 4
C38543	Q02930	Cyclic AMP-Responsive Element-Binding Protein 5
C106640	Q8N884	Cyclic GMP-AMP Synthase
C143058	Q8NA66	Cyclic Nucleotide-Binding Domain-Containing Protein 1
C104229	P78396	Cyclin-A1
C20956	P20248	Cyclin-A2
C105396	P24863	Cyclin-C
C17386	P06493	Cyclin-Dependent Kinase 1
C25841	Q15131	Cyclin-Dependent Kinase 10
C25801	P21127	Cyclin-Dependent Kinase 11B
C101097	Q9NYV4	Cyclin-Dependent Kinase 12
C30160	Q00536	Cyclin-Dependent Kinase 16
C25842	P24941	Cyclin-Dependent Kinase 2
C25858	O14519	Cyclin-Dependent Kinase 2-Associated Protein 1
C26113	O75956	Cyclin-Dependent Kinase 2-Associated Protein 2
C25865	Q00526	Cyclin-Dependent Kinase 3
C17680	P11802	Cyclin-Dependent Kinase 4
C17784	P42772	Cyclin-Dependent Kinase 4 Inhibitor B
